Confession,Labels
"['I wish I could hate you\n', '\n', ""I wish I could hate you for what you did to me. I wish I could hate you others later on for doing the same thing. But I cannot. For you have helped me to find out who I really was - and you helped me to find out who really wanted to still hang out. I cannot hate you despite the fact you appear to still be happy. I cannot wish you ill because I would like to think you no longer wish me ill. And I cannot hate you others because you apologized, and we talked and it was all fine. I don't think you think it is fine at all; and I could hate you for pretending but I am willing to give you the benefit of the doubt for now. I wish I could hate you but I cannot...because I am afraid that you hate me already.""]",1
"['And speaking of thought, what was the last deep thought you had?']",0
"['Stealing\n', '\n', ""I love stealing, I think I actually have a problem. When I'm alone in a room in someone's house or at work I rifle through people's belongings. I've taken really stupid things that I don't need, I think that's a real sign of a mental problem.""]",1
"[""i don't know\n"", '\n', ""you said 'i love you'. i said it back. i'm just not 100% sure i feel the same way. i didn't want to make things awkward between us, that's all.""]",1
"['i think parents\n', '\n', ""i think parents try to control their kids too much. they just need to tdeal with their own problems and not take it out on their kids. like my girlfriends parents i think they mess her up by accusing her of everything in the world. my confession is that love will not last forever if both sides don't make it work.""]",0
"['Interracial Attraction\n', '\n', ""I'm black, but I'm totally and only attracted to guys of other races. I feel horrible about not being attracted to my own kind but I can't help it. Maybe its just an attraction to something different...Maybe even exciting. I hope it passes over. I feel like a traitor.""]",0
"[""What's wrong with me?\n"", '\n', ""i always seem to be attracted to people i really shouldn't go after. most often someone a friend likes as well or worse, someone an ex might have known. i'm not stupid, it's blatantly obvious that the reason i'm doing this is because i know i shouldn't. it's not that i don't have feelings for these people, i just think they get exaggerated because of the heightened risk in the situation. i just spent the night with someone that would probably ruin my friendship with both a friend and an ex. i know i feel terrible today, but sooner or later that will fade and i'm afraid i'm going to do it again. i wish i knew how to stop myself or why i do the things i do. this pattern shows up in all parts of my life in one form or another. i seem to always be deceiving, and in the end hurting the ones i love. i wonder how many people around me i will have to lose before i learn from my mistakes.""]",0
"['I hate myself\n', '\n', ""I hate myself so much for still loving my ex after all this time. I am using food to hurt myself. I've gained almost 100 lbs in 5 years. This keeps men from being attracted to me and allows me to wallow in self-loathing. I decided today that I really don't want to do this any more, and that maybe, just maybe, I can learn to like myself all over.""]",0
"['Sneaky\n', '\n', ""I have done things behind his back the whole time we've been together. gone through his stuff, stalked his ex-gf, and destroyed things of his that had to do with her. i also hacked his myspace and printed her blog entries and emails.""]",1
"[""And it will always either end up that he is objectifying me, or he is using me, or I'm just a girl he's dating because he can't date his ex girlfriend again. And I'll always bring up his cheating, and the girl who still loves him.""]",0
"[""My nose won't stop growing\n"", ""I don't know why but I can't stop myself from telling a lie.. it can be about the stupidest things too. I tell lies to make stories sound better, to make people laugh, to get attention. I want to stop but I am afraid that people wont' like me as much. I am known as the funny laid back kinda person and I really don't want to be known as a liar to.""]",1
"['BT A New Man\n', '\n', 'Hello, my name is Brad. I want to be a good man. Anyway I want to say that it starts today at 01:23:45']",1
"['i have so\n', '\n', ""i have so much anger, but i don't know towards what. when people do stupid things it annoys me. even tho those stupid things are something that is totally normal. i am at war with myself constantly.\n"", 'i really fancy a chick but am too afraid to let it show, for i am afriad that our friendship will dull.\n', ""i want a relationship, but can't accept one for if i do i am afraid i will miss out my chance with the chick.""]",0
"[""20+ year age difference...and I DON'T CARE!\n"", '\n', ""I'm a 19 year old female college student currently involved with someone over 20 years older than me. If I tell anyone I'll lose all their support, but if I lose him, I'll be destroyed.""]",0
"[""i don't know\n"", '\n', ""i really like him, but the only reason i don't want to like him is because he's not intelligent.""]",0
"['Discreet at Faire\n', '\n', 'I work at a renaissance faire as a vendor, meaning I sell stuff to people who don\'t want to buy anything; it\'s a fun job, though. Anyway. Here\'s the story. I was hawking to the crowd, trying to convince someone to come and look at my stock, when this hot, young-looking black girl comes over and says ""OK, so show me what you\'ve got."" 15195""']",1
"['I always say\n', '\n', 'I always say I will stop myself from temptations and pray every time a temptation comes up, but I tend to always forget and give into the temptations.']",1
"['Triangle\n', '\n', ""I'm stuck in a love triangle right now with my best friend and a very attractive girl, Now she likes him i like her and he likes some other. Now the girl I have confessed my feelings to her and yet she remains confused and does know which one she wants. yet she told me and her couldn't happen. so I'm at a party with her and my friend, and it tends to get wild VERY wild and the music took people over and I saw her just up and kiss him in front of me. Now thats my man's I should be proud of him, But at the same Time I want to just beat him in, Until theres nothing left. But Like I've said he's my BEST friend and I would die for this guy, I would challenge anything for both his honor and life, But and the same Time I want to be the very person who tries to kill him, I really have feelings for this girl, BUT IN the end all I want to do is let go and move on and just go for another fish in the sea and put this be hide me as a big step in life. So I ask you people of just being out there Should I be mad or should I be happy?""]",1
"['Weirdo...\n', '\n', ""I love a girl I have never seen in person.... We use to chat and have contacts thro'mail... I like the way she behaves... The way she makes me feel... Maybe I am CRANKY...""]",0
"['I miss my ex-husband\n', '\n', ""I have been with a nice guy for 9 months yet I think about my ex-husband daily. I miss all of our inside jokes, the way he made me laugh and how he looked out for me. My current guy doesn't cut it.""]",0
"['i still love you\n', '\n', ""we spent five years together and i can't get rid of you, i still love you--i hope i didn't throw your potential away... i still love you, what should i do? dammmit!!""]",0
"[""I'm sorry\n"", '\n', 'I am the worst piece of dirt in the world. If I died right now, I would most likely go to hell. I am so so sorry.']",0
"[""i don't like\n"", '\n', ""i don't like my parents fighting. it's rather disappointing that i'm not sad by it but annoyed.""]",0
"['when i see\n', '\n', 'when i see little babies riding in shopping carts at the super market. I stare them down and taunt them.\n', '\n', 'i enjoy making babies cry']",1
"['Love at first sight\n', '\n', 'Ive been in love with a girl ever since the first day I laid eyes on her years ago when I was in school with her, we had the odd kiss etc but I never built up the courage to tell her how I really felt, I was only about 15 at the time and I really did think Id get over it, I put it down to growing up and thought Id be able to move on and it was just one of those things you had to experience growing up. Ive since tried moving on, Ive got a girlfiend now who I have bought a house with and really do not want to hurt, but I cant get this girl out of my head, I still dream about her and its eating me up inside, I ache for her so much it hurts and I really feel the need to tell her just how much I love her after all of these years. As I said, I dont want to cause any harm, but Ive been thinking about maybe just sending her some flowers, just to let her know that someone (me) really loves her and adores her......good idea or bad idea? I really need some closure and to get this off my chest one way or another because I cant carry this around keeping it to myself any longer, im 26 years old now and these feeling for her just wont pass no matter how much I try and put her out of my head.']",1
"['cradle snatching\n', '\n', 'have always liked the younger, i am 27 and he is 22, but i feel so guilty everytime we are together and sometimes i wished i wasn\'t corrupting him the way i am. But i am very attracted to him and he makes me laugh and he is rather a keen ""student"" which i appreciate.']",0
"['Just Say No""""\n', '\n', 'Just Say No"" is easier than you think. I just wish I knew that before. Because now it\'s killed who I am inside. Who have I become?""']",0
"['Math Teacher.\n', '\n', 'I feel in love with my math teacher throughout 7th and 8th grade. He was about 30 years older than me, and married with kids. His daughter was older than I was. Thinking back on it creeps MYSELF out sometimes. And I would reach the little cards on the ""Dirty Little Secret"" music video to convince myself that their \'dirty little secrets\' were worse than the one I had. Oh dear.']",0
"['Friends, Family, and Life.\n', ""I am currently 20 years old residing at my mothers house. Living off of her... though more so she's living off of me. She has to take care of my sisters 3 kids; 7 year old girl, 6 year old girl, and a 14 month old. When the 14 month was first born was the day all the kids were taken away from her. My sister currently has 6 kids, which she is responsible for none of, currently. Which I find very unfair... She brings children into this world, and we're forced to take care of them. Where's the logic in this? But I digress...""]",0
"['Totally detatched of love\n', '\n', ""I'm so consumed with myself and my new business that I have time for no one. It worries me that I don't care all that much about it either. My second divorce was final last year, and I can't date because I can't concentrate on another being for very long. I've always been self-centered and I fear I won't even try love again. I used to be caring and attentive and a good lover. Now I feel like a robot sometimes. My kicks come from squashing my business competition.""]",0
"[""we've got a big big mess\n"", '\n', ""it was a sunday that my boyfriend and i spent the entire day together. it was that saturday that i first got the feeling of impending doom in the pit of my stomach. like something bad was going to happen. like i was going to have to break up with him some time in the near future. i lied and told him i just felt off and i felt so horrid that he was trying so hard to make me smile and all i did was scowl, that by the time we were talking back to my house from the local shop-ko, i was laughing and smiling because i reverted back to being his best friend instead of his girlfriend, if only in my own mind. when we got back to my house, i felt the same - gloomy, tired, irritated, and like a meteor was hurtling towards earth. over the next few days, i'd texted and talked back and forth with my best friend to try and work out my feelings instead of just talking to him. it was a wednesday afternoon when i parted with him at the bus stop and feeling like the feeling had passed - i didn't want to lose him or leave him. i wanted him to be my boyfriend, and i wanted to enjoy it. i wanted to be happy. it was the very next day that my brother took me aside and told me he was in jail for domestic abuse against his ex girlfriend the night before. i didn't cry. strangely not, perhaps i should have. he got out that afternoon. i didn't feel too affected, even after i had to recount the events to my mother and my sister. i didn't cry when i knew i would have to break up with him. i didn't want to cry. i'd had enough crying. when i called him later that night, i ended up crying. and i hated him for it. because i'd had enough crying. i'm done crying. no matter how unloveable it makes me.""]",1
"['revenge is sweet\n', '\n', 'I once ran in to an old girlfriend who dumped me days before my junior prom. I was shattered. My friends weere going and at the time it appeared I was not. Months later I ran in to the dumper who was working at a McDonalds tending the register. I ordered a large Coke --- ""with no lid"" When she gave me the coke I poured it over her head. To say she was pissed would be an understatement. As the coke was dripping down her face, back, chest, etc, I hm sure I had the look of delight on my chops. She muttered something and left her register. The sweetest part of the story was I told the replacement cashier I spilled my coke and she gave me a new one. I felt a sense of vindication like I have never felt since.']",0
"['Why me?\n', '\n', ""i am a 37yr old male i have 4 girls and 2 boys. one of my sons died when he was 18m old. my other son looks just like my best friend. i am suppose to get married in two months. one of my girls informed me that she would not be there. my girlfriend is told my oldest child along with my nice that she does like my middle child. this woman pays my car payment and takes care of me. i do not take care of my children because i don't work. i have been with other woman and i realy do not want to get married because i need my car payment made. i do not know what to do. i know my babys moms are going to take me downtown after i get maried for child suport. what should i do? plese help me if you can.""]",1
"['She would hate me.\n', '\n', ""For the longest time I've been trying to get my best friend in the world together with somebody that she really likes, and in the amount of time I've been getting to know him, I think I like him more than she does.""]",1
"['i hate myself\n', '\n', 'there is no one to blame but myself and i am so afraid']",0
"['Somebody lost his job...\n', '\n', ""I did something in the past out of just mere curiosity and maybe for my stupid reasons and actually ended up having this person lose his job. I don't have the courage to go and seak his forgivness and I think I don't deserve it either. He did not do any harm to me nor did he hurt me in anyway, when I realised my stupidity it was too late. I chickened out for the first time in my life and was scared to comeout in open. I 've lived with this for almost about 8 years now but the burden is too much to bear. I seak his forgiveness. I hope he would and would have moved on in life. I hope he gets all that he had then and now dreams of in his life... Please forgive me I didn't realise my action would cost you your job.""]",0
"[""I'll Bear the Punishment\n"", '\n', ""I always feel terrible. I love you, but I feel like if we were together, you would be unhappy. You're so much better than me... You deserve far better than I can give. That doesn't stop me from loving you. I feel self absorbed for hating myself. Is that bad? You're perfect. So perfect. I want so badly to be yours forever. To live with you and to raise your children to be just as magnificent as you. To die happily in your arms after a full life; not alone, empty and tired of trying. But any child of mine would be the next strain of a virus. The world would be a better place without any trace of my existence. I don't want to see you go. If I feel this despair for the rest of my life, if I'm never happy, it would be worth it if you never saw me again and were happy. I can't waste your life any longer. Live it and be free, I can suffer enough for the both of us.""]",1
"['Drowning In Memories\n', '\n', ""It's been six years and I still wake thinking of her and it haunts me, then I take her to sleep with me. I hold her in my dreams. She speaks to me. She looks at me, like she used to, like she still wants too. I don't know how to let her go. I can't shake her.""]",1
"['Wiccan\n', '\n', ""I became a wiccan 6 years ago through online courses. Nobody knows. I don't pretend to be religious, but I think if people knew this they'd think I was crazy.""]",1
"['Sister\n', '\n', ""I'm happy that my sister dropped out of school. Because she treated me like dirt in front of both of our friends and say embarassing stuff about me in public.""]",1
"['Enemy\n', '\n', 'i thought i hated you, and you thought i hated you but i loved you, in a way i hadnt loved anyone else. though id never tell you when you got married i was devestated.']",0
"['my biggest regret\n', '\n', ""I have a great guy friend who I know deep down I'm in love with. 3 years ago we did a lot of clubbing together and then one night he asked me to go home with him. I was really inexperienced at the time and in a panic I said maybe it wasn't a good idea. Well he felt like a total jerk for it and never came on to me again. I got a boyfriend not long after but always wished I could have this guy instead. Now my boyfriend and I are really serious, and my guy friend has a great girlfriend. But I still no deep down that I'd do anything to be with him. I love everything about him, he's the ideal man. I'm going to regret saying no to him for the rest of my life.""]",0
"['The only time I feel alive is when my heart is breaking.\n', '\n', ""I look for heartbreak, because it's the only time I can cry, or feel anything. I will do anything to be crushed by a guy so I can JUST. FEEL. Otherwise, I am so numb to the world. Nothing hurts, nothing scars. Nothing makes me care. I just want to feel.""]",1
"['life.\n', '\n', ""I used to have this best friend. One day i finally told him that i was in love with him, and surprisingly he loved me too =]. Those days were the best in my life, we would talk for hours and hours, thinking minutes had passed by. Until one day, he just stopped talking to me. I moved on, thinking he was just another jerk. Months have passed since i talked to him, but i will always love him. i Still hang on, thinking something'll happen. When my mind know nothing is going to go on. My heart doesn't accep that answer. When i see he's online, i want to tell him i love him and miss him. But i never get the courage to. I know i can't keep going on like this,and that sometime i will crack. But until then, all i can do is keep it inside. I just hope that nothing bad happens. I can't really hope that. Seeing as he is 20 and i'm underage still. Horrible things that happen in life, an that's one of them. I also have to say that i really want to rip my moms head off. She's making me move halfway across the world, again. What the heck is she thinking, how am i suposed to settle down, and think of what i want to do in the future if she just wants to keep changing personalities.""]",1
"['She voted for Huckabee\n', '\n', 'I broke up with her because she voted for Huckabee. I used the typical lies about needing space, being at different places in our lives, blah blah blah. But the actual reason is because she voted for Huckabee, and nothing else.']",1
"['I want her\n', '\n', 'Ive heard a total of 10 people say we would make the perfect couple and Im sure people have said it to her too but she cant see me like that.']",0
"[""I'm Stuck in the Middle\n"", '\n', 'I thought i loved my boyfriend until i met someone else']",0
"['I did it on pourpose\n', '\n', ""A friend of mine whom I havn't seen in a while because we live in diffrent towns came out to see me at a local sporting event. She came to see me. I talked to her a little bit. She didnt know anyone else there at all. Then I left to hang out with my friends. She got mad at me. What she doesn't know is that I wanted to make her mad.""]",0
"['I flirt with\n', '\n', ""I flirt with guys I'm not interested because I think its funny that they make themselves look stupid trying to get me. I know its horrible, but I don't care that I'm hurting their feelings.""]",1
"['angry at religion!!\n', '\n', 'absurdity: some 3000 years ago, in the middle east, some religious zelots (lazy and bored men who invent absurdities and sell them to others as visions in order to gain at least a little bit of respect in life) came up with the following story: ""there\'s a big and mighty man in the sky and he\'s is watching us how we slowly die. the only thing he wants us humans to do in life is to become his puppets and into heaven we will fly - but if we can\'t accept this plan we\'re doomed 4 ever."" This sounds like every lazy-bum zelots\' dream: an army of braindead puppets who will follow him, nourish him, clothe him, kiss his butt and not question him because he is being utilized by the ""big man in the sky"" for a divine purpose. talking of purpose.. doesn\'t it seem much more likely that it is not the big man in the sky who utilizes the zelot to reach a divine purpose but vice vera, minus the word ""divine""? think about it ;-) --> religion is the biggest scam ever. it is natural to fear the unknown but to fill the unkknown with such junk is clearly the work of an army of fear-mongers. and saving your souls is not on their agenda. the only thing on their agenda is filling their pockets and gaining a position of power... i could go on and on, but i won\'t ;-) have a nice life y\'all!']",0
"['Ohmygawd.\n', '\n', ""I think I talked about one of my best friends on the bus with two of my ex-best friends when I didn't know that HER [my current best friend] was on the bus. and now he's going to tell her everything I said. now I'm going to get in trouble. oh dear.""]",1
"['the girl\n', '\n', ""So my girlfriend is being totally stupid. Shes in a bad mood and taking it out on me. I know she doesn't mean 2, but it just sucks!""]",1
"['my roommate\n', '\n', ""I love you, and I think we're going to end up getting married, but I don't want to put myself out there yet until I know you realize you love me too.""]",1
"['Ugh\n', '\n', ""I have such a crush on Will I can't even stand it anymore.""]",0
"['my father\n', '\n', 'He\'s lost the term \'dad\' to me. I hate him. I\'ve no respect for him anymore, whatsoever. I will never say \'I love you, too\' to him, again. I won\'t believe another lie. I don\'t care what happens to him. At least, that\'s what I like to tell myself. He wasn\'t there for my brother and isn\'t for me. My brother mentioned it when I was younger, and I thought, ""He\'s crazy--Dad\'s great."" I now realize what my brother said was true. But no matter what, I can\'t help it. I still call him dad. On the off chance that he calls, I still say \'I love you, too\' when we hang up. I still expect to see him when he says he\'ll be there. I still care. And I hate it. But most of all, I hate myself. I\'m a wimp. I can\'t let go. I\'m still \'Daddy\'s little girl.\' It hurts. I still cry whenever he doesn\'t show up. I still want to punch the wall when he goes home without stopping to say a simple \'hi\' to me. I still want to die when he talks to my mom, whom he divorced over 10 God damn years ago, and doesn\'t bother to ask her to pass the phone to me. I try to ignore him. I did for a while. But I still answer the phone. I don\'t even think he knows that I possibly fractured my hand the last time I punched something because of him. What the wrong with me?']",0
"['I wish I could just let it go\n', '\n', ""I am madly in love with a girl in my office. I am happily married and love my wife. She is newly married and her husband is a great guy. But for the life of me I can't stop thinking about her. I don't know what to do.""]",1
"['My girl friend\n', '\n', 'My girl friend keeps refering to me as ""little man"" or ""peanuts."" We have been dating for almost two years now, and I cannot take it anymore. I cannot bear to even look at peanuts no more.']",0
"['Old friend\n', '\n', ""We had a rocky friendship. Off and on again. Years without speaking to each other. I want so much to find you and just tell you how much I always loved you. I think I will always love you because this hurt of being without you has never gone away. I tried to tell you once but I don't think you really understood and it's my fault because I've always been with someone else and too scared of being alone to leave and too scared of you rejecting me to come out and tell you straight out. No one can replace you. I've tried. No one can compare.. I close my eyes and I can still see your face. I remember everything you said to me and the facial expressions you used. You live now in my memories only. If I had any artistic talent I would paint you just so I could see your blue eyes every day. You were the best friend I ever had and I wish I could take back all the horrible things I said to you over the years. I just got so frustrated because I've always felt this way about you but I just couldn't bring myself to say it, so I took it out on you and pushed you away. Time after time. Our last fight was about a cat. If you see this. Please find me. I love you.""]",1
"['burden\n', '\n', ""My mother is a huge burden. I love her so much, but I think my resentment towards her is getting out of control. I've been taking care of her my whole life, but since I started collage 6 years ago she's been like my child. I pay her bills, handle her problems. I can't deal with it much longer, but without me I know she'll kill herself. I wake up every morning clenching my teeth I'm so stressed out, I don't know how it will all end.""]",0
"['Gambling\n', '\n', ""I have lost 1000 dollers today and i think over 7000 dollers in total in the last 3 years in poker machines. I am kind of got addicted to it. Also now i withdraw cash from my credit card to quench my thirst for gambling.. i have lost my self esteem and i don't see my self as good person any more. There are such a lot of good things i could have done with that money for my family or friends or any one who needs money.. to make things worse i lie about all these small things to my family.. i really feel to get out of this and get back my life.. I am going to do all that possible to get things straight in my life and use the time/money to good things.""]",0
"['I still love him\n', '\n', ""I still love him, even after all this time. I probably always will love him too. The curls of his hair, his pink, juicy lips, his soft, sweet voice, his amazing sense of humor, his kindness, and his deep blue eyes, deep as the ocean. I would look into them all day if I could. I still love you, T, and I'll never stop loving you. Even if you aren't gay, I can't help myself, I care too much. Please let us meet one day.""]",1
"['damn it...\n', '\n', 'I think i love him.. but he seems to good to be true..and you know how THAT goes.']",0
"['When i was\n', '\n', ""When i was a little kid i took money from my piano teacher's drawer, and i lied to him that i found it behind a trash can on the street.""]",0
"['Is love that hard to find?\n', '\n', ""I am 27 yrs old and unfortunately for me I never had a boyfriend in my life. I am pressured by time, my family and friends and I don't know what to say to them. I really hope and pray that God has plans for me and I hope i'm not destined to die without experiencing romantic love. I have been in love a few times but the love is never reciprocated. I have fallen in love with a co-worker and I felt he somehow has feelings for me too. He teases me alot, I sometimes caught him looking at me through a tiny window at the office. He always make sure we had breakfast at the same time. but it never developed into something until I left the company. I really doubted myself if my assumption was right about him having feelings for me. He never pursued me and I came to believe that everything has no meaning at all, the stares, the touches, the laughs...I felt I was never worthy of him, I can't measure up to his standards and this made me afraid of not having to be loved or find love again..in my heart I still hope for love and I hope it won't be too late for me...""]",0
"[""it's not how you think it is.\n"", '\n', ""i've always been the cute girl who sits on the fence. i don't look on the bright side, like i pretend to. to everyone around me, i'm the uber-childish and cheerful freshman. the truth is....I am a racist, self hating, greedy, material, easily angered, witch. even I know it. well, actually, i'm the only one who DOES. when i'm told i'm cute, witch happens a lot, i say thank you, or 'no, i'm not really.' but i really think i'm the cutest looking girl alive, or at least the whole school. the walls are down. i don't care. no more cutesy. try this on for size.""]",0
"['you kill me\n', '\n', 'I hate how you treated me so badly and when i finally leave you, you keep texting me saying how much you miss me, i hate how you toy with my emotions but i still think about you all the time']",0
"['ear piercing\n', '\n', ""so i've wanted to pierce the top of my ear for the LONGEST time, just because it would look great and well, sometimes you just want to do something. so i got home last night and decided to just do it. i grabbed an earring, cleaned it off and tried to make it go, but it wouldn't. so then i got a needle and just wiped it off and pierced my ear. i showed it off all day but i was afraid it would get infected. now, it is. i have no idea what to do, so i took out the earring, only to look it up and it says not to take it out. but i can't get it back in-it hurts too much. so now im basically wiping my ear with rubbing alcohol and i took an ibuprofen cuz i have no clue what to do and im hoping that against the odds it will just go away. my parents don't know about it and they would be so angry and dissapointed in me if they did. IM SO SCARED!!! what if the infection spreads of something- i dont know what i will do and in regret piercing my ear so much. i feel so guilty and afraid and totally alone.""]",0
"['drive myself mad\n', '\n', 'i do this all the time, unable to turn around this feeling inside my head that somethings going to go wrong. and that its going to be my fault. or his. but im just so scared. always anxious. thinking. about him. and wishing i could just be thinking about happy stuff or other stuff...just not all this bad stuff. why? why? why? why? why do i do what i do? what do i have to be told, how do i have to be held, touched, to know that ""everything\'s ok""? i want that feeling, but i feel so terrible at the mean and annoying ways i try to get that feeling. asking questions...making faces. feeling low. i feel terrible and want to make it all up to him. he has done wrong but i know that this larger hump in our feelings, is all me. i have to make him feel at ease. i have to let him know that i AM happy, that this IS what i want. i can do it...i just know ive messed up again yesterday. texted too long, wrote an email. immed. i shouldve just shut my mouth. closed my laptop. not written to him. but i couldnt. i had to hear from him. and then i let it make me feel worse. all because he didnt call me ""baby"". and why is that important? and why on earth does that make me cry?? i have to stop treating him this way. i will. i just hope he sticks around after yesterday and all the dumb crap i said like a desperate fool.']",1
"['I love my sister-in-law\n', '\n', ""This is a sad story. I'm 35 now. Since the age of 18 I am in love with a girl who is 4 years youger than me. She was 14 then, she is 31 now. At 18 I started to date with her older sister, who is my age. I love and respect and enjoy my marriage, we have good life and three wonderful kids, but what can I do... For all these years I was and still am in love with her sister. I never tried to approach her for the fear of rejection that might have been natural first due to the age difference at the time (18 & 14), and now due to the fact that I'm married to her sister. Even if she was interested in me (and I don't know whether she is or was at all) she he couldn't ruin her sister's life for her own benefit. Next year my sister in law is getting married. I would say it is a bit late for her at her age of 31 (she is very good looking), and when I'm happy for her, I feel sad - it means that she's gone for me forever. Not that I had any intention to divorce my wife and ruin my family. It is just sad. I ask myself whether I married her sister to remain close to her, or because she resembles her, or because I truly loved her. I do not know the answer. The thing is that that true sence of love, that gentle caring emotion that you feel for your kids (actually for your favourite kid...) that I feel for my sister in law has never left me. From time to time I ask myself should I have been more corageous with my life, and try to win my true love's heart. But I never was in a position to even try. Since she was 14 I was her sister's boyfriend, and then husband. I don't know what she feels, and I don't know whether I will do something about it. Maybe I lost my ultimate happiness in this life by not daring. But she is getting married in a couple of months, to a guy who in all respects is lesser than me - shorter, poorer, less good looking, he really is. And I am a bit sad. Feel free with the comments, I couldn't dare to tell to to enyone else...""]",0
"['ive always thought\n', '\n', 'ive always thought of myself as a good friend but i find myself being annoyed by friends easily. I find little things become annoying because i feel the friends i have are not fully appreciating my friendship or not willing to help me in my time of need. Sometimes i juss want to yell']",0
"['In love with my best friend\n', '\n', ""I have been married for 10 years, and met a guy online 2 years ago. It finally hit me today what I had been suspecting for several months...I love this man. I have children with my husband, and while my husband isn't a bad father, he's not the best spouse, and while I don't know if my friend would be a good father, he's interested in my children, and interested in me. I never meant for this to happen, but I love him, and I think he loves me.""]",1
"['Biggest. Loser. Ever.\n', '\n', ""My roommates friend is a loser. I hate him with a passion. Seriously, he is the biggest loser I've ever met. I used to think my roommate was a pretty intelligent guy, but his choice of friends and the actions he's taken since making these friends really perplexes me. I hate this particular friend most for turning my friend into something that I don't recognize any more. Something dependent on drugs and alcohol. It's really quite sad.""]",0
"['Last week I\n', '\n', 'Last week I got shafted. I called up this girl I liked (who apparently seemed somewhat interested) and asked her to have dinner with me during the week. I call her the nite before to confirm and she seemed excited. So the following evening, I call to pick her up. She answers and says ""oh, im sorry. I forgot...I already ate. But, we should hang out another time."" What The Heck? Then I see her the next week while i\'m working and she\'s acting super nice like nothing happened (she must think she did nothing wrong). What a chicken-head.']",1
"[""i want to die because i can't live without him\n"", '\n', ""i'm only 18 years old and i found my soul mate... we were perfect... for so long... then he moved away to school and now we are so broken... he sees nothing wrong with anything but he's killing me softly my heart is so broken and i cant take it anymore... i cant take anything anymore... im so sorry...""]",0
"[""i don't love him\n"", '\n', 'man do i have something to tell. I don\'t love my x boyfriend. And to tell the truth he was only really in the picture because it was easy and practical for me. he lived down the block and he would walk my dog for me when i was at school or working. Now I just want him gone. He isn\' t every smart, I thought he might have some common sense and boy was i wrong. He writes like he speaks and puts the wrong verb tense and other things. It drives me crazy. He is also an ""Indian giver"" no offense given. He bought me a few outfits through out the relationships and now he wants them back. For what just so that I wont have them. So childish. I gave him things and haven\'t asked for them back. you give out of love not because they are with you. wow. But you wanna know something I don\'t care. He can be like that he\'s get his in the end. That\'s why Ive found some one else, better. In bed much better. He is a go getter that is what i want. so long you']",1
"['I love them\n', '\n', 'i keep meeting and falling for men i cant have. it is completely innocent- for example a chance meeting when i was staying at my sisters boyfriends house, i met his bandmate, and we ended up chatting till after 7am the next day. we enjoyed each others company so much, and we kissed before we left each other. But of course now i am 300 miles away again, and cant stop thinking about him. a few months earlier, a similar thing happening meeting a boy at a folk music festival, we spent the weekend together, but the only thing we have now is each others mobile numbers. we also like 400 miles apart. i cannto find this with anyone i know or lives near me. i just keep getting hurt over and over again. whats wrong with me.']",1
"['i hate bigots\n', '\n', ""i'm glad California lifted the ban on same-sex marriages because i know that it pisses off the bible thumpers, such as my ex's parents. i'm glad i don't have to deal with them anymore.""]",1
"['I keep thinking about him\n', '\n', ""I keep thinking about this guy that is my fiance's co-worker/friend. I sometimes wonder if I am really suppose to be with the man I am with now. Though I then start thinking about how nice my fiance is and how much I love him. I just get really bored with him sometimes because he is not very spontaneous. This other guy just has something about him that allures me to him. I know he would never do anything with me because he does not want to ruin his friendship, but I would love to just kiss him. I really want to do something about it, but I am not sure what. I don't know if I should just try and be friends with him...or what? It sucks I get all hot and heavy over a guy that I can never be with...I sometimes hate that the man I am with is so nice and wants only me. It makes me feel awful inside...I know that I should just get over it but I KEEP THINKING ABOUT HIM. Eventhough he drinks, smokes, and most likely has been with a lot of woman. My fiance will not let me be alone with him because he knows that I have a crush on him. He does not know that I think about him all the time.""]",0
"['No one cares\n', '\n', ""I have been cutting myself since I can remember, and never hidden it. Why won't people help me? Are they just ignoring me? Does no one care?""]",0
"['November 19, 2007 - how long will they be silent?']",0
"['Tae Kwon Do Tear Up\n', '\n', 'So I just finished a martial arts class and I must confess that I really went to far while sparring them. It all goes back about two weeks ago when a new 24 year old student joined ( I am 17). He bore a white belt and I introduced myself and my brother to him, took him under our wing if you will. Then we begin to sparr towards the end of class (sparring is controlled fighting). I go easier on him then other students since he was ""just beginning"" but as it turns out he was almost my belt at another school. Things are going fine until he punches me square in the chest with all his might. I slam against the wall and punch a huge hole in the lower floor boards. Reeling in pain I get up only to have him hit me again. After that class I swore, I would return the favor and I did. I did it tonight in front of the whole school. Kicked the living heck out of him and to be perfectly honest... I was embarassed. I was embarassed that a little jerk like him got the best of me. And in front of fellow students and their parents, those who look up at me, I set a horrible example. I just wanted to confess that I am sorry to my students, my teacher and my school. It will never happen again... and kyle ( this was the kids name)... you had it coming']",0
"['Im broke\n', '\n', ""I am broke, I am a professional that lives in a nice house, who is happly married with children and I am broke. my credit cards are max'ed, I am upside down on a minivan, I have $40 in the bank. I had to spend my 401k of $36000 to help us with a layoff. I have no retirement. I am 38 and feel like I will be working for the rest of my life just to stay out of a nursing home. My wife tells me not to worry about it, but she has always been care free and go lucky. I do not know what I am going to do.""]",0
"['Ahem\n', '\n', ""I'm trying to get my boyfriend to gain weight so he can't leave me and go join the military. And... I think it's kinda hot. =/""]",1
